============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.10-p002_1
  Generated on:           Jul 18 2023  10:24:39 pm
  Module:                 NTTN
  Technology library:     fast_vdd1v0 1.0
  Operating conditions:   PVT_1P1V_0C (balanced_tree)
  Wireload mode:          enclosed
  Area mode:              timing library
============================================================

         Instance                          Module                  Cell Count   Cell Area  Net Area   Total Area   Wireload  
-----------------------------------------------------------------------------------------------------------------------------
NTTN                                                                   407920 1897370.514     0.000  1897370.514 <none> (D)  
          FA_LOOP[22].fau FA_470                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[23].fau FA_471                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[24].fau FA_472                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[25].fau FA_473                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[26].fau FA_474                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[27].fau FA_475                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[28].fau FA_476                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[29].fau FA_477                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[30].fau FA_478                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[31].fau FA_160                                            1       3.762     0.000        3.762 <none> (D)  
          FA_LOOP[32].fau FA_480                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[33].fau FA_481                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[34].fau FA_482                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[35].fau FA_483                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[36].fau FA_484                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[37].fau FA_485                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[38].fau FA_486                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[39].fau FA_487                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[40].fau FA_488                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[41].fau FA_489                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[42].fau FA_490                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[43].fau FA_491                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[44].fau FA_492                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[45].fau FA_493                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[46].fau FA_494                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[47].fau FA_495                                            1       5.130     0.000        5.130 <none> (D)  
          FA_LOOP[48].fau FA_496                                            1       3.762     0.000        3.762 <none> (D)  
      mr                  ModRed_3                                       1035    4485.330     0.000     4485.330 <none> (D)  
        genblk1[0].mrs    ka_ModRed_sub_CURR_DATA64_NEXT_DATA55_3         281    1220.256     0.000     1220.256 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_12                                  44      64.296     0.000       64.296 <none> (D)  
        genblk1[1].mrs    ka_ModRed_sub_CURR_DATA55_NEXT_DATA46_3         245    1078.668     0.000     1078.668 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_13                                  44      64.296     0.000       64.296 <none> (D)  
        genblk1[2].mrs    ka_ModRed_sub_CURR_DATA46_NEXT_DATA37_3         211     928.530     0.000      928.530 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_14                                  43      62.928     0.000       62.928 <none> (D)  
        mrsl              ka_ModRed_sub_CURR_DATA37_NEXT_DATA34_3         196     805.068     0.000      805.068 <none> (D)  
          qH_mul_T2       ka_wI32_wO64_15                                  40      58.824     0.000       58.824 <none> (D)  
    unit00                ShiftReg_SHIFT12_DATA32_3                       385    2364.588     0.000     2364.588 <none> (D)  
  BRAM_GEN_BLOCK[1].bt00  BRAM_DLEN32_HLEN11_1                          38015  158608.656     0.000   158608.656 <none> (D)  
  BRAM_GEN_BLOCK[3].bt00  BRAM_DLEN32_HLEN11_3                          37756  157380.534     0.000   157380.534 <none> (D)  
  (D) = wireload is default in technology library
